blockHash,blockNumber,hash,input,from,to,value,gasPrice,gas,nonce,chainId,type,r,s,v,Label
0x63f9c8eb59304dd2a6376f7fa89e5a5578202f5fb36c26c65bfbb6a97a799351,7788021,0x56c440441603d4c6bc4cd70507e8f5f17e904330d11f3d975e28e2937ec6d396,0x,0xDE06A9d7fBe83A1d7065e4428391597C97d065A8,0x5E032243d507C743b061eF021e2EC7fcc6d3ab89,196490849999999999,61000000000,21000,0,1,0,0x41ee93a0f3ffa8acf399fde1b3d8a685898a945770c68a0576712131ec01215c,0x3ce17f4076305bf8aaf5a6d279cba43b6d62b160d8280806781fb88efe9c2445,38,Not Attack
0x63f9c8eb59304dd2a6376f7fa89e5a5578202f5fb36c26c65bfbb6a97a799351,7788021,0xe00915c7960d68722454335a71858905538b71f5aa9c56c6e0fce8c76dee3c84,0x,0x757414D1F78c80b5a6Eac0fD17F814146EDB9348,0x5E032243d507C743b061eF021e2EC7fcc6d3ab89,6998719000000000000,61000000000,21000,5,1,0,0x3f662616103fc0441cb4fa5b4f326dab8a21f15ac43fa3ce51a306c682ec0bfb,0x24f9717e83eb79dde1419cbccd8adf3b8e26e1908356370840d17fb696665f92,38,Not Attack
0x63f9c8eb59304dd2a6376f7fa89e5a5578202f5fb36c26c65bfbb6a97a799351,7788021,0xdac9dd56b18093dc3a91a6c3840d56c0a27009159522a1870b2b854d7a2ebba3,0x,0x1541F8cB54872277228117D9B6CFD03DB6A2d049,0x5E032243d507C743b061eF021e2EC7fcc6d3ab89,248948719000000000000,61000000000,21000,8,1,0,0xeb20adb8d2bb704e364566ec70cb22a888bfc7d9af9ec57a3bf9189fd69a9e0e,0x74860fa9d8b70edbe69af1bd7fa5710dccad28c82e43ca3ff2373a74f3f73542,38,Not Attack
0x63f9c8eb59304dd2a6376f7fa89e5a5578202f5fb36c26c65bfbb6a97a799351,7788021,0x3bc5039ce8f5991db4fa86a6e43afbe00dc91fa7e41ad5d96864f71f7539f863,0x,0x61B71Fb6817FDf185A4313d9A9F9b6e516dd6AD2,0x5E032243d507C743b061eF021e2EC7fcc6d3ab89,144770630000000000,61000000000,21000,225,1,0,0xf191f89b0b25a35f18d280e0e19a6f175141a8b55036d29c03745aa905869568,0x04f8efa369cc93ca8140a1fa064ece0006c829947cb945de6869676fd18986b0,38,Not Attack
0x63f9c8eb59304dd2a6376f7fa89e5a5578202f5fb36c26c65bfbb6a97a799351,7788021,0xfa043c8f0d22311057c79ca15194d7c4a3e155657b94792607938ac112afaea0,0x,0x5388B38c765745deB01a8BaB36d0B850B7FA3d7e,0x5E032243d507C743b061eF021e2EC7fcc6d3ab89,1495718999999999999,61000000000,21000,0,1,0,0x774415b6ae279c32b06232ff10e6c3b4048036ac687078b8fb9516d24796a001,0x7b621a03233e34688e08684394d8d6e4fd427eccaf9242f2d147bffe1d1e01e4,37,Not Attack
0x63f9c8eb59304dd2a6376f7fa89e5a5578202f5fb36c26c65bfbb6a97a799351,7788021,0xa3e092f03b25977a9ada979de606311c158424151a4fdcc7c399f05c02a060c4,0x,0xeA793c516F4688B8798770a5Cc172e3E8206A35F,0x5E032243d507C743b061eF021e2EC7fcc6d3ab89,1464919000000000000,61000000000,21000,33,1,0,0xa20079c3d65dd9b6898b0e132c353718dc759ba8297d708218286f23cfc48190,0x54ba492e094c156f72a0fa7aaafd88452ebb8650a8757af2f1ec354e5ef9f7bd,38,Not Attack
0x63f9c8eb59304dd2a6376f7fa89e5a5578202f5fb36c26c65bfbb6a97a799351,7788021,0x831b574893ad6faba70e5ae297ff182ebc21af1d243b228a2a70a6355a19a85c,0x,0xE70296FBdb7b18AdEFb88F3Fef504d2FA1a16a09,0xEb6e45a1FB706Fc15822f71Af5ccE3536f8280E1,126112000000000000,60000000000,90000,27090,1,0,0xe4fa046988486199820cc192875296044e0bbc42c7a3ce3e1b1a065d238b1160,0x2763f04fd6930dc8d0ad94e21ef647abdeaebb6fff38b647af4629768b408b4d,37,Not Attack
0x63f9c8eb59304dd2a6376f7fa89e5a5578202f5fb36c26c65bfbb6a97a799351,7788021,0x3658e0a356e5214114e17a4ec9a4d89928e3c67000b62ea55cffad8a318b2cdd,0x,0x44F14099B8b9C60515E83a0cB1a85E14982BB091,0x29226199e461641a621E197BB9BEd540F277E576,2000000000000000000,50000000000,21000,14779,1,0,0xb6564acc7e9bb4f622621e18dd600c03f4c9d1b72a613e4fad856beae6413f56,0x1e91d84ae28f4902d38e26f008e92a048979f911429cdf380a6feebb454d65d3,38,Not Attack
0x63f9c8eb59304dd2a6376f7fa89e5a5578202f5fb36c26c65bfbb6a97a799351,7788021,0xb3c42e741fa5fbc626b9f0989e154fe3253e9ab3532c7a65a2dd7211be50dadd,0xa9059cbb000000000000000000000000de7ed038ce61505803280f514caa75e34ec3719e00000000000000000000000000000000000000000000000cf20406c88b47b1df,0x90AF874fff63cd5717425dA43c70748dE07F7933,0x68C86EA06B8C6F2618cF680528107ef695e8dBd6,0,50000000000,168000,1,1,0,0x1d861bfe723bfc474a71bdbd91164e47f7cab1c5a880f298a2476b80d7909707,0x05072c07cc53a00f76304ff86340e0930c6598192e9e245eb73b1ab629732a5a,38,Not Attack
0x63f9c8eb59304dd2a6376f7fa89e5a5578202f5fb36c26c65bfbb6a97a799351,7788021,0x176c1ff5c8b44a5a8fee7068ecb5c3b51d9c151999bc72c5c2c830bafdc5f9e9,0xa9059cbb000000000000000000000000de7ed038ce61505803280f514caa75e34ec3719e000000000000000000000000000000000000000000000022cabfa8f6bb8dffff,0xb813Fb4FAF6e3F0e1Ac8B710b3c7764AEb5b711d,0x68C86EA06B8C6F2618cF680528107ef695e8dBd6,0,50000000000,168000,31,1,0,0x52a767bebdd66a5fed3678f07590066ce4c96d2f99e911d8994c62ef8fef8c90,0x4e17b43b13c758e481ee7480e14e716925cb83dfbcd52e81487814986629fc1e,38,Not Attack
0x63f9c8eb59304dd2a6376f7fa89e5a5578202f5fb36c26c65bfbb6a97a799351,7788021,0x110c172f088770a0af105d10655fa5f9c93d2f69b8f0ecdb7a34b2efa4fa18a5,0xa9059cbb000000000000000000000000de7ed038ce61505803280f514caa75e34ec3719e00000000000000000000000000000000000000000000037c76054b49a7dbffff,0x62618253427FE3beE2C38636E9C2D419B7E1edC3,0x68C86EA06B8C6F2618cF680528107ef695e8dBd6,0,50000000000,168000,9,1,0,0xab0d29ae13ab1d5197a12383bd46f129dbf5d90fd974f12869ff099158f893ff,0x37f16e8b7c3655cd304e1597bf663e7e668e6b2352865f5dd995da1d0dfd5da7,37,Not Attack
0x63f9c8eb59304dd2a6376f7fa89e5a5578202f5fb36c26c65bfbb6a97a799351,7788021,0xe8a348a2e1744dcb490d922d5eda22e8a43f92cb2518f4c30b42e05e89383cc3,0xa9059cbb000000000000000000000000d233c808a2fbb43f01d509d3f594432de49fdb07000000000000000000000000000000000000000000000027d82c8dcd981c0000,0x274F3c32C90517975e29Dfc209a23f315c1e5Fc7,0x1460a58096d80a50a2F1f956DDA497611Fa4f165,0,50000000000,57893,200834,,0,0x2937d9ab1dd3afd69720fe0d1da0bd8b6c13e6802467ceea871a0300f8ba8194,0x35e55eed6517eea2451df1fea6de31dd535c41e8b62146dc56976e0b6db165d4,28,Not Attack
0x63f9c8eb59304dd2a6376f7fa89e5a5578202f5fb36c26c65bfbb6a97a799351,7788021,0x9f7e916b56ef3085f1a114c1fb495a7ccc2bdcd9fd8aa6c942f2acd3b6c653ae,0x,0xa7b884C9856e67e392F9b167C8fCeD399e9Cc183,0x6634A77856515831e84adc7CCF84fA9e4D85a7c5,6189668200000000000,41000000000,21000,0,1,0,0xcac04f14adf29b7edb5f7cf9ced5130f14e1623c5c0270e74a66c6f5ec95b84c,0x33062ac2a151e1177d0e380c8c9c585710c4acd0b12488eb696a876da7ce9370,37,Not Attack
0x63f9c8eb59304dd2a6376f7fa89e5a5578202f5fb36c26c65bfbb6a97a799351,7788021,0xc5d8cd19fc8fd1964340d84e5fd787196f5036bc70749b092147e03d1adc9b67,0x,0x6Db995b7E2A7D71474360a77019f3AcCE532C88A,0x9A3a349ff48aa7821247E2aCBfD7D5A6a8b130bA,3677440000000000,40000000000,21000,1,1,0,0x17b2c4f9a87c6f0e550227c29ff6ac57431c4cf8a46a8ae981561653296a15a5,0x149bcc1d4e933eda02c2b63210baca659c24c0abc34d17cb9698faaf2e7863de,38,Not Attack
0x63f9c8eb59304dd2a6376f7fa89e5a5578202f5fb36c26c65bfbb6a97a799351,7788021,0x0a7db89e99f9d3b1778b38f4946db88f964f3893308564c5e7848437e3ed7a74,0xa9059cbb000000000000000000000000b8e68329eaab1ec5f67af6f35cb8c3b1fbdd6ad900000000000000000000000000000000000000000000000000000000c465b5c0,0x9A3a349ff48aa7821247E2aCBfD7D5A6a8b130bA,0x21aB6c9fAC80C59D401b37cB43F81ea9DDe7Fe34,0,40000000000,55000,41549,,0,0x6e4771b11eefd166ff0f75e59f8a7e170fa33126e6c97f545a98cb35e80b7ee7,0x0638f34578e4b3da47a166d60b8402f2eca20fa35d82fe05865cbbc27f2f109e,28,Not Attack
0x63f9c8eb59304dd2a6376f7fa89e5a5578202f5fb36c26c65bfbb6a97a799351,7788021,0x9aedf91c4a8e78dbe582aba259d65970c112e24d00f311f218bd8f3352e88429,0xa9059cbb000000000000000000000000108f47ab0e63cbef1334bb070d1ef1c70ec4d1f10000000000000000000000000000000000000000000000000000000588070d40,0x9A3a349ff48aa7821247E2aCBfD7D5A6a8b130bA,0x21aB6c9fAC80C59D401b37cB43F81ea9DDe7Fe34,0,40000000000,55000,41550,,0,0x8af5988ce64ba966d3221bcc4cc0ac409a1a44c1a1ccebd766bf910fbacfe9a2,0x568206e68cefffac93120323f73859ea36d051b2600f53625e5bf984b3089adb,28,Not Attack
0x63f9c8eb59304dd2a6376f7fa89e5a5578202f5fb36c26c65bfbb6a97a799351,7788021,0xa850e8add18325ae893ed8e70107bd5786546754947a57d09050f7c6f831fe36,0xa9059cbb00000000000000000000000016a85517af48684f89222a9c341b7a283971b260000000000000000000000000000000000000000000000000000000023d658d00,0x9A3a349ff48aa7821247E2aCBfD7D5A6a8b130bA,0x21aB6c9fAC80C59D401b37cB43F81ea9DDe7Fe34,0,40000000000,55000,41551,,0,0x7c28f405cb8a06ca801e924821565d14964aab3dcebdfabdfca1840db857d78d,0x45e268c8255257b898b2c4e48998b24865101b96300617e724e77779d0a0a1bb,27,Not Attack
0x63f9c8eb59304dd2a6376f7fa89e5a5578202f5fb36c26c65bfbb6a97a799351,7788021,0x260ea257a61359e573ce32c386f366cb4046f802a5a33f38306454e9c8338715,0xa4e62fc300000000000000000000000000000000000000000000000000000000050d967f0000000000000000000000000000000000000000000000000000000000000000,0x9dff772Bd890973472aAbbC7028b3e4a8c48593c,0x67a6C6F0e5ee3E68484B57A3678D5531606721d2,0,34000000000,4000000,440,,0,0xd8c0100d92fc68414fb6cbd574df1d1cde8539fa6536a86d1b213227fcd39d99,0x7bf46960361382d159046f7b09ef3dc8b6e956005df5099413911a20a9dea235,27,Attack
0x63f9c8eb59304dd2a6376f7fa89e5a5578202f5fb36c26c65bfbb6a97a799351,7788021,0xaf515e64bbdb31553f3597b3c92c9504ea5bbd34e386f812358d7efc35c8f580,0x,0xEec606A66edB6f497662Ea31b5eb1610da87AB5f,0xA683301FdF7BBf8f41fe86aE9654A57589BC4Bb9,2295000000000000000,33100000000,90000,280622,1,0,0xab2d44129ca9c801e59f0d4fb555c1f30d9e0d212012c7500ad82aee761fc203,0x32217c72f771536772161590673ad1b75c96e0d2c56511b961b824c338a73a7d,37,Not Attack
0x63f9c8eb59304dd2a6376f7fa89e5a5578202f5fb36c26c65bfbb6a97a799351,7788021,0x6981090e19f6a25dd87b52506883b0e4a98ea40bf9894343b66f8f054b343c66,0x,0xEec606A66edB6f497662Ea31b5eb1610da87AB5f,0x9fe11d452C3E9003Be80375d64112D5D674365ae,22976545000000000000,33100000000,90000,280623,1,0,0x7983c6de0f87d82f28656f68c37aa281030a50220e8f4c6f8f5b4eec572bfe89,0x043f556ef83ae919eb10a6b5d3ebd2e92d2fabd1767dccb921763726dadf7b04,38,Not Attack
0x63f9c8eb59304dd2a6376f7fa89e5a5578202f5fb36c26c65bfbb6a97a799351,7788021,0xcfbc37c4b8d6005eebd37a008cd4bf2e7091096b94959f3d4d9103c13a27b99e,0x,0xf056F435Ba0CC4fCD2F1B17e3766549fFc404B94,0x0930c8c988AC77A17D953180ebb734Be4f9F8909,2286685000000000000,33100000000,90000,139659,1,0,0x97e61cebb0a07106feac8a7dfd0d47d22844b2b3e0ea2a02221a447024187882,0x651b5c079df8e247aa0403c57688cc7ff0712fb8c67b75008175de81b156e690,37,Not Attack
0x63f9c8eb59304dd2a6376f7fa89e5a5578202f5fb36c26c65bfbb6a97a799351,7788021,0x32c15e993e3fbec75a187d0f00843c3afde710baa8d91ee3b48029fe6ed68c71,0x,0xf056F435Ba0CC4fCD2F1B17e3766549fFc404B94,0xac25F4c43B6C18035C23c9c532c36B9969d92016,52385000000000000,33100000000,90000,139660,1,0,0x6cc403b2735206d11b58a22daffdf625651af9f57acfd25719ad0b0d4adefce5,0x5153a625240a11612a3ced3645ce4bb65df79073981c8793b9191f8c32aa859b,38,Not Attack
0x63f9c8eb59304dd2a6376f7fa89e5a5578202f5fb36c26c65bfbb6a97a799351,7788021,0x9602f0943c89c1a7ae28541c01b3ac8ba18b11fbf0ea9103b64001686175ca33,0xa4e62fc300000000000000000000000000000000000000000000000000000000050d967f0000000000000000000000000000000000000000000000000000000000000000,0x19005A1f86c4D3c879BdB20864f54c6382e55b48,0x67a6C6F0e5ee3E68484B57A3678D5531606721d2,0,33000000000,2000000,427,,0,0x4b822662f0968bfc96be1abd4a102933c7fdc4fc116ce0eb27257cc45a103d05,0x64288833d6f571532e78f20290ba6ddbb8884cd0ccc01c688b9b6a2359364d2a,28,Attack
0x63f9c8eb59304dd2a6376f7fa89e5a5578202f5fb36c26c65bfbb6a97a799351,7788021,0x65e69dc747314e979fa03c25a52148afe734d5d9515cbc93ed8167307de74018,0xa9059cbb000000000000000000000000fbfbb9aab0bed4b31ece73f9533efde7713b3e0b000000000000000000000000000000000000000000000000000000012a05f200,0x05867a8a8aCb8D529e014A650401cc17FDb71729,0x2cDB31dD47C47577A3c9e401026989f835DD6C77,0,33000000000,51400,6252,,0,0xe5d2ef735baf40e85032ff416f01d5ccdfb1dfb4e747c3978ae8bf011897c5a9,0x5bb0ee48b1001ff03125a2d158e3deb28d760c601dee965d5e99cc712a074e27,27,Not Attack
0x63f9c8eb59304dd2a6376f7fa89e5a5578202f5fb36c26c65bfbb6a97a799351,7788021,0x2bd618e964520ba08312f891f050bb5f1d838ddad5c5db9b3f39e51c6ecaf63a,0x,0x98F6DBA2bF90Af013a0c0945F2D4C268dfcadEF8,0xA1D0b27bA3f74360c752D79bc73F2762CC0EDaf0,12614300000000000000,33000000000,100000,10596,1,0,0xec837176d490f355015c05f459dfc9b9b4f7590d16fb26c1ffaa782e99b0db05,0x7f6152e19a2651f8c03069162b75f97db4c824184ebcd37b44dcfe33ff780974,37,Not Attack
0x63f9c8eb59304dd2a6376f7fa89e5a5578202f5fb36c26c65bfbb6a97a799351,7788021,0x238730d0228a89cddceea1e6f2b5e79cc4447a2a579d8428ad179726f75ea368,0xa4e62fc300000000000000000000000000000000000000000000000000000000050d967f0000000000000000000000000000000000000000000000000000000000000000,0xaE51246E1C103048F661C279Db6bd83cB7Dfd512,0x67a6C6F0e5ee3E68484B57A3678D5531606721d2,0,32000000000,1000000,399,,0,0xf07e075c1e539e7ccd224ef766102206350fac05538ef57fd1fec52096d7c2b0,0x7a71e58f3fbe3dbcbdd97cc76ff9d4c5e7154c03498455cd6dd800c497aac797,27,Attack
0x63f9c8eb59304dd2a6376f7fa89e5a5578202f5fb36c26c65bfbb6a97a799351,7788021,0x40052dd29f6f0f6123d9857d3690423814bd1f388354992d07f25b6a53f09021,0xa9059cbb00000000000000000000000061275678400a97a46c6a94c543466489d10ba3a700000000000000000000000000000000000000000000000000000000e087dbc0,0x1aeA327740FD5a9e011816C44fe10ABC5449810c,0x1D4ABD5e28eF311ea114FD4756fBCF9b7d568E1f,0,30000000000,60000,14,,0,0x4509adf4659133688b0ab1d27e918291a4aa5ae518c9bfa429c6426b16398afa,0x61a2711960b2412b3973d111c52fcf7197e6838fc73a1e9f49530a81bf6a1e79,28,Not Attack
0x63f9c8eb59304dd2a6376f7fa89e5a5578202f5fb36c26c65bfbb6a97a799351,7788021,0x286beb9d4b90db7f0ddae93699d92ec181e1117618053e47f785dce9d5fc3f24,0xa9059cbb0000000000000000000000006c3a43aaec0454e58f7da8d774e5aede8e786e550000000000000000000000000000000000000000000001845befc2fdc7f54925,0x4f72c0d86156fDAF189A619722F21261CA22c1c8,0x931AbD3732f7EaDA74190c8f89B46F8bA7103d54,0,30000000000,37097,1381,,0,0x2576698a01f7061a6e771020eda878b8dc1794a11edd95e1583486e57c8cd048,0x181f2b577c633cc1e6999962c1dbefd5c205db64a7c57e18331a41f86a1f9e88,27,Not Attack
0x1c4d900ee49cf8594085671b56c27d41a45a641343405a52c6713f26099c4b18,6193636,0x91172916ad26eedcab6fa3c8bc61221256cb47a04124d3044420903c0cfc2dce,0x,0x8d9cC1d96Cc7F98b73Fb9c70df1b2f50dAeC6166,0x3A7202DA397F910040C30a2f86A376B519F3E7Db,1000000000000000000,133000000000,90000,6967,1,0,0x85eb47eb45957ec2063c516307e32835a60252b96de6344241eeff7d214fa3c8,0x410e6e532727956b7578cc131a2687b4a0abaa3c656fb398425b429a071a6ae7,37,Not Attack
0x1c4d900ee49cf8594085671b56c27d41a45a641343405a52c6713f26099c4b18,6193636,0x2211605a7740143a3d83f7f990173cfb9bf2b1307b88440cd1bbd16d8181cb6e,0x2705583500000000000000000000000000000000000000000000000000000000000032c8,0xd44DdF4d623c32f8E8685C1F9F4d32F65A3dadad,0x78c7206A93E1d917F83DF1612Ec4F8d363201E60,0,127000000000,500000,48,1,0,0x22cf8bf8e348f7015e69f443c964d3b1be19efb0f40946e841e88db1cc950e74,0x743742a6d1712c2f42d5295451ac6ea31c627452fcaa6480164e3711966a684b,38,Attack
0x1c4d900ee49cf8594085671b56c27d41a45a641343405a52c6713f26099c4b18,6193636,0x0937953d06d2ed44ccfea7deb236c8aa1f6e702282822f03007c67ff1c4a25ee,0x2705583500000000000000000000000000000000000000000000000000000000000032c8,0x1699F98788FBB572b4b76243d387CC0ACfec1619,0x78c7206A93E1d917F83DF1612Ec4F8d363201E60,0,127000000000,125000,46,1,0,0x06e96b59a68d20f436bb865a7c7dfa93018c292f8fa342b60b81e8858b6b2b2a,0x63eb47b543b825b5ba0b4a45a1b372bee9f4866c914d3b3140dbd4e24dd11932,37,Attack
0x1c4d900ee49cf8594085671b56c27d41a45a641343405a52c6713f26099c4b18,6193636,0x1c5c3b71b283d633523e3d8f7ed616172ab3f9c4700c2bfc625cb9449d168bff,0x2705583500000000000000000000000000000000000000000000000000000000000032c8,0x1699F98788FBB572b4b76243d387CC0ACfec1619,0x78c7206A93E1d917F83DF1612Ec4F8d363201E60,0,127000000000,125000,47,1,0,0xf2a1e8bf9efea49208df5ef7c43f1787f8ab88110516dc6a073ab55554679e98,0x1e9b44e2f34c24b2aabd409082508496435452c2bfed7e7068ee971fc0cb0ca7,38,Attack
0x1c4d900ee49cf8594085671b56c27d41a45a641343405a52c6713f26099c4b18,6193636,0xabecccb4cf8e9c0747eea6277f9c33756f5407d610ddff57b4e15d0a576ba5ed,0x2705583500000000000000000000000000000000000000000000000000000000000032c8,0x8eab2647099073C4e321b63470CdE02942c8A793,0x78c7206A93E1d917F83DF1612Ec4F8d363201E60,0,127000000000,500000,44,1,0,0x92e1a06d3d931df7ad734053f7b0bf1e203463ab361bf397c13a152cc0b59ab3,0x05a1d45737faa49a14e45a1660abd2cc49f5cccd3374f455dd66f72b1aa59b4c,37,Attack
0x1c4d900ee49cf8594085671b56c27d41a45a641343405a52c6713f26099c4b18,6193636,0x92cdbb93c9e2ed11de0d9e880d46f306a2eb6be7ffa16ce48ebc3c1165c34678,0x2705583500000000000000000000000000000000000000000000000000000000000032c8,0x8eab2647099073C4e321b63470CdE02942c8A793,0x78c7206A93E1d917F83DF1612Ec4F8d363201E60,0,127000000000,500000,45,1,0,0xb4f06b0d56ccfa70f64c174f9c456ec42c734d44aeb224b48dcd738254a046e6,0x593c1aa8fdec82001a68c63658ef6a65994cbd98cf76ba240848ff7a8af2ed2f,38,Attack
0x1c4d900ee49cf8594085671b56c27d41a45a641343405a52c6713f26099c4b18,6193636,0xea177e96c089aee249014d351a9153b86c54fded73cf9a5d34c3ea2c65a32b75,0x2705583500000000000000000000000000000000000000000000000000000000000032c8,0x3e5722cD6d309e5604cea59951c7A733fccc0866,0x78c7206A93E1d917F83DF1612Ec4F8d363201E60,0,127000000000,250000,43,1,0,0xbe24afdb8a7ce5dbd85dff77c90e68f2b789fb55127462c25d75af186fa4ad03,0x13199254289edefc637a507184a6c98da96629eafc5bacbb467e1be82db9e6a9,38,Attack
0x1c4d900ee49cf8594085671b56c27d41a45a641343405a52c6713f26099c4b18,6193636,0x490f849171f3061d0758929223933f10387a8e46913eed850210d4edb36692bb,0x2705583500000000000000000000000000000000000000000000000000000000000032c8,0x3e5722cD6d309e5604cea59951c7A733fccc0866,0x78c7206A93E1d917F83DF1612Ec4F8d363201E60,0,127000000000,250000,44,1,0,0xca658191304263c31e19c07cf24a4a29f42c3aeda2f9b31fa4559ea74dfd52d7,0x4a858ab370e27ea1d6f0833303d9321d46eba4d4ae2dc7ddcef73da206e7788b,38,Attack
